invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_price,profit
4059,WALM062,Galveston,Home and lifestyle,35.0,3.0,19/11/21,15:43:00,Ewallet,4.0,0.33,105.0,34.65
4060,WALM085,Kerrville,Fashion accessories,23.0,1.0,01/12/20,20:01:00,Ewallet,8.0,0.33,23.0,7.590000000000001
4061,WALM077,Coppell,Home and lifestyle,70.0,3.0,06/10/22,17:39:00,Ewallet,9.0,0.33,210.0,69.3
4062,WALM011,Lubbock,Fashion accessories,20.0,1.0,17/10/22,18:41:00,Ewallet,8.0,0.48,20.0,9.6
4063,WALM068,Burleson,Home and lifestyle,29.0,1.0,22/10/20,19:43:00,Ewallet,6.0,0.33,29.0,9.57
4064,WALM093,Angleton,Fashion accessories,44.0,2.0,11/09/20,15:03:00,Ewallet,6.0,0.33,88.0,29.040000000000003
4065,WALM041,Mission,Home and lifestyle,24.0,1.0,21/09/22,19:12:00,Ewallet,4.0,0.48,24.0,11.52
4066,WALM041,Mission,Fashion accessories,36.0,3.0,01/08/20,18:58:00,Ewallet,9.0,0.48,108.0,51.839999999999996
4067,WALM024,Carrollton,Home and lifestyle,76.0,1.0,01/10/20,15:10:00,Ewallet,9.0,0.48,76.0,36.48
4068,WALM034,College Station,Fashion accessories,31.0,1.0,12/08/21,21:00:00,Ewallet,8.0,0.48,31.0,14.879999999999999
4069,WALM019,Pasadena,Home and lifestyle,75.0,1.0,10/12/21,20:13:00,Ewallet,6.0,0.48,75.0,36.0
4070,WALM007,Arlington,Fashion accessories,53.0,3.0,23/09/23,17:54:00,Ewallet,6.0,0.48,159.0,76.32
4071,WALM096,Eagle Pass,Home and lifestyle,78.0,2.0,05/11/22,20:46:00,Ewallet,6.0,0.18,156.0,28.08
4072,WALM095,Big Spring,Fashion accessories,61.0,3.0,14/11/23,17:49:00,Ewallet,6.0,0.33,183.0,60.39
4073,WALM030,Richardson,Home and lifestyle,80.0,1.0,20/09/21,17:31:00,Ewallet,4.0,0.48,80.0,38.4
4074,WALM045,Missouri City,Fashion accessories,47.0,1.0,26/08/20,19:00:00,Credit card,4.0,0.48,47.0,22.56
4075,WALM017,McKinney,Home and lifestyle,56.0,3.0,22/09/21,15:57:00,Ewallet,6.0,0.48,168.0,80.64
4076,WALM072,Lancaster,Fashion accessories,77.0,1.0,06/11/21,20:12:00,Ewallet,4.0,0.33,77.0,25.41
4077,WALM034,College Station,Home and lifestyle,50.0,3.0,08/10/23,19:47:00,Ewallet,7.0,0.48,150.0,72.0
4078,WALM088,Cleburne,Fashion accessories,41.0,1.0,10/09/21,20:29:00,Ewallet,7.0,0.33,41.0,13.530000000000001
4079,WALM010,Laredo,Home and lifestyle,79.0,3.0,02/09/20,15:01:00,Ewallet,5.0,0.48,237.0,113.75999999999999
4080,WALM083,Farmers Branch,Fashion accessories,53.0,2.0,15/11/23,17:23:00,Ewallet,9.0,0.33,106.0,34.980000000000004
4081,WALM015,Grand Prairie,Home and lifestyle,20.0,3.0,28/10/20,17:07:00,Ewallet,6.0,0.48,60.0,28.799999999999997
4082,WALM017,McKinney,Fashion accessories,63.0,3.0,16/08/22,15:23:00,Ewallet,4.0,0.48,189.0,90.72
4083,WALM062,Galveston,Home and lifestyle,67.0,3.0,18/11/21,15:20:00,Ewallet,9.0,0.33,201.0,66.33
4084,WALM076,Huntsville,Fashion accessories,50.0,1.0,16/09/23,19:52:00,Ewallet,8.0,0.33,50.0,16.5
4085,WALM078,Del Rio,Home and lifestyle,58.0,1.0,26/12/23,18:13:00,Ewallet,6.0,0.33,58.0,19.14
4086,WALM044,Pharr,Fashion accessories,55.0,3.0,17/12/20,16:11:00,Ewallet,5.0,0.48,165.0,79.2
4087,WALM094,Alamo,Home and lifestyle,82.0,2.0,17/12/22,15:47:00,Ewallet,7.0,0.33,164.0,54.120000000000005
4088,WALM008,Corpus Christi,Fashion accessories,58.0,2.0,13/08/21,15:40:00,Ewallet,5.0,0.48,116.0,55.68
4089,WALM044,Pharr,Home and lifestyle,74.0,1.0,19/09/21,19:53:00,Ewallet,4.0,0.48,74.0,35.519999999999996
4090,WALM078,Del Rio,Fashion accessories,78.0,2.0,14/10/21,15:31:00,Ewallet,8.0,0.33,156.0,51.480000000000004
4091,WALM049,North Richland Hills,Home and lifestyle,49.0,1.0,13/09/23,20:31:00,Ewallet,7.0,0.48,49.0,23.52
4092,WALM005,Fort Worth,Fashion accessories,80.0,1.0,06/12/22,17:48:00,Ewallet,7.0,0.48,80.0,38.4
4093,WALM058,Port Arthur,Home and lifestyle,17.0,1.0,31/10/21,20:21:00,Ewallet,4.0,0.33,17.0,5.61
4094,WALM022,Mesquite,Fashion accessories,73.0,2.0,30/10/22,15:59:00,Ewallet,9.0,0.48,146.0,70.08
4095,WALM078,Del Rio,Home and lifestyle,61.0,2.0,21/09/22,18:21:00,Ewallet,6.0,0.33,122.0,40.260000000000005
4096,WALM053,Conroe,Fashion accessories,48.0,3.0,21/10/21,19:23:00,Ewallet,7.0,0.21,144.0,30.24
4097,WALM037,League City,Home and lifestyle,38.0,1.0,03/12/23,15:10:00,Ewallet,6.0,0.48,38.0,18.24
4098,WALM076,Huntsville,Fashion accessories,85.0,3.0,26/12/20,16:01:00,Ewallet,9.0,0.33,255.0,84.15
4099,WALM028,Odessa,Home and lifestyle,53.0,1.0,05/11/21,17:56:00,Ewallet,4.0,0.48,53.0,25.439999999999998
4100,WALM007,Arlington,Fashion accessories,58.0,3.0,30/11/23,19:58:00,Ewallet,5.0,0.48,174.0,83.52
4101,WALM060,DeSoto,Home and lifestyle,43.0,3.0,27/10/21,20:28:00,Ewallet,8.0,0.33,129.0,42.57
4102,WALM048,Harlingen,Fashion accessories,33.0,2.0,04/08/23,16:06:00,Ewallet,6.0,0.48,66.0,31.68
4103,WALM039,Longview,Home and lifestyle,84.0,3.0,08/12/23,18:38:00,Ewallet,7.0,0.48,252.0,120.96
4104,WALM059,Pflugerville,Fashion accessories,34.0,2.0,09/10/21,16:20:00,Ewallet,5.0,0.33,68.0,22.44
4105,WALM059,Pflugerville,Home and lifestyle,15.0,2.0,22/08/22,16:02:00,Ewallet,9.0,0.33,30.0,9.9
4106,WALM044,Pharr,Fashion accessories,43.0,3.0,16/11/22,18:58:00,Ewallet,5.0,0.48,129.0,61.919999999999995
4107,WALM092,Lake Jackson,Home and lifestyle,70.0,2.0,31/12/22,16:18:00,Ewallet,5.0,0.33,140.0,46.2
4108,WALM023,Midland,Fashion accessories,67.0,3.0,09/08/23,16:26:00,Ewallet,9.0,0.48,201.0,96.47999999999999
4109,WALM013,Irving,Home and lifestyle,82.0,1.0,06/11/21,20:33:00,Ewallet,4.0,0.48,82.0,39.36
4110,WALM001,Houston,Fashion accessories,17.0,1.0,03/12/20,20:33:00,Ewallet,5.0,0.36,17.0,6.12
4111,WALM060,DeSoto,Home and lifestyle,43.0,1.0,16/08/22,19:38:00,Ewallet,9.0,0.33,43.0,14.190000000000001
4112,WALM005,Fort Worth,Fashion accessories,76.0,1.0,30/08/23,19:30:00,Ewallet,7.0,0.48,76.0,36.48
4113,WALM015,Grand Prairie,Home and lifestyle,30.0,2.0,01/08/21,20:07:00,Ewallet,6.0,0.48,60.0,28.799999999999997
4114,WALM031,Lewisville,Fashion accessories,78.0,2.0,19/10/20,15:51:00,Ewallet,7.0,0.48,156.0,74.88
4115,WALM079,La Porte,Home and lifestyle,66.0,2.0,22/10/23,16:04:00,Ewallet,9.0,0.33,132.0,43.56
4116,WALM043,Baytown,Fashion accessories,59.0,3.0,13/08/20,17:05:00,Ewallet,4.0,0.48,177.0,84.96
4117,WALM024,Carrollton,Home and lifestyle,61.0,2.0,01/10/21,16:11:00,Ewallet,9.0,0.48,122.0,58.559999999999995
4118,WALM064,Bedford,Fashion accessories,29.0,2.0,21/11/22,18:07:00,Ewallet,5.0,0.33,58.0,19.14
4119,WALM063,Georgetown,Home and lifestyle,27.0,1.0,29/12/23,15:27:00,Ewallet,8.0,0.33,27.0,8.91
4120,WALM085,Kerrville,Fashion accessories,84.0,3.0,19/11/23,18:43:00,Ewallet,8.0,0.33,252.0,83.16000000000001
4121,WALM007,Arlington,Home and lifestyle,36.0,2.0,07/12/22,18:31:00,Ewallet,8.0,0.48,72.0,34.56
4122,WALM044,Pharr,Fashion accessories,15.0,1.0,08/11/20,15:38:00,Ewallet,5.0,0.48,15.0,7.199999999999999
4123,WALM033,Pearland,Home and lifestyle,41.0,3.0,04/10/23,16:21:00,Ewallet,7.0,0.48,123.0,59.04
4124,WALM057,Euless,Fashion accessories,51.0,3.0,08/12/21,19:20:00,Ewallet,4.0,0.33,153.0,50.49
4125,WALM094,Alamo,Home and lifestyle,22.0,2.0,20/12/21,17:36:00,Ewallet,6.0,0.33,44.0,14.520000000000001
4126,WALM077,Coppell,Fashion accessories,41.0,1.0,08/12/23,19:46:00,Ewallet,8.0,0.33,41.0,13.530000000000001
4127,WALM012,Garland,Home and lifestyle,77.0,3.0,20/12/22,17:47:00,Ewallet,4.0,0.48,231.0,110.88
4128,WALM021,McAllen,Fashion accessories,37.0,2.0,19/09/22,20:18:00,Ewallet,4.0,0.48,74.0,35.519999999999996
4129,WALM037,League City,Home and lifestyle,71.0,1.0,03/08/23,17:14:00,Ewallet,9.0,0.48,71.0,34.08
4130,WALM007,Arlington,Fashion accessories,44.0,3.0,01/12/21,20:55:00,Ewallet,7.0,0.48,132.0,63.36
4131,WALM064,Bedford,Home and lifestyle,70.0,2.0,08/11/23,15:05:00,Ewallet,5.0,0.33,140.0,46.2
4132,WALM026,Denton,Fashion accessories,53.0,1.0,28/11/21,17:04:00,Ewallet,5.0,0.48,53.0,25.439999999999998
4133,WALM076,Huntsville,Home and lifestyle,20.0,1.0,25/12/23,16:43:00,Ewallet,9.0,0.33,20.0,6.6000000000000005
4134,WALM030,Richardson,Fashion accessories,71.0,2.0,01/09/21,18:06:00,Ewallet,4.0,0.48,142.0,68.16
4135,WALM092,Lake Jackson,Home and lifestyle,69.0,1.0,14/09/23,20:12:00,Ewallet,4.0,0.33,69.0,22.77
4136,WALM060,DeSoto,Fashion accessories,26.0,3.0,09/11/22,20:23:00,Ewallet,4.0,0.33,78.0,25.740000000000002
4137,WALM012,Garland,Home and lifestyle,42.0,2.0,03/08/23,19:34:00,Ewallet,8.0,0.48,84.0,40.32
4138,WALM021,McAllen,Fashion accessories,58.0,3.0,16/08/23,18:37:00,Ewallet,7.0,0.48,174.0,83.52
4139,WALM027,Abilene,Home and lifestyle,40.0,2.0,05/09/21,18:50:00,Ewallet,5.0,0.48,80.0,38.4
4140,WALM072,Lancaster,Fashion accessories,42.0,1.0,28/08/20,16:54:00,Ewallet,7.0,0.33,42.0,13.860000000000001
4141,WALM008,Corpus Christi,Home and lifestyle,85.0,3.0,15/10/21,20:47:00,Ewallet,5.0,0.48,255.0,122.39999999999999
4142,WALM078,Del Rio,Fashion accessories,61.0,2.0,25/12/21,18:57:00,Ewallet,5.0,0.33,122.0,40.260000000000005
4143,WALM062,Galveston,Home and lifestyle,83.0,2.0,06/09/22,18:57:00,Ewallet,4.0,0.33,166.0,54.78
4144,WALM021,McAllen,Fashion accessories,15.0,1.0,07/09/22,20:22:00,Ewallet,6.0,0.48,15.0,7.199999999999999
4145,WALM024,Carrollton,Home and lifestyle,33.0,1.0,07/11/22,15:26:00,Ewallet,4.0,0.48,33.0,15.84
4146,WALM034,College Station,Fashion accessories,80.0,3.0,06/08/23,15:05:00,Ewallet,6.0,0.48,240.0,115.19999999999999
4147,WALM034,College Station,Home and lifestyle,28.0,3.0,30/11/22,17:23:00,Ewallet,5.0,0.48,84.0,40.32
4148,WALM001,Houston,Fashion accessories,54.0,3.0,11/11/21,18:08:00,Ewallet,8.0,0.36,162.0,58.32
4149,WALM096,Eagle Pass,Home and lifestyle,43.0,2.0,09/12/23,16:31:00,Ewallet,5.0,0.18,86.0,15.479999999999999
4150,WALM063,Georgetown,Fashion accessories,47.0,3.0,05/12/22,20:21:00,Ewallet,5.0,0.33,141.0,46.53
4151,WALM013,Irving,Home and lifestyle,77.0,1.0,14/10/23,18:41:00,Ewallet,7.0,0.48,77.0,36.96
4152,WALM033,Pearland,Fashion accessories,54.0,3.0,29/10/20,18:54:00,Ewallet,5.0,0.48,162.0,77.75999999999999
4153,WALM022,Mesquite,Home and lifestyle,82.0,1.0,04/08/23,17:15:00,Ewallet,4.0,0.48,82.0,39.36
4154,WALM017,McKinney,Fashion accessories,67.0,3.0,16/08/20,20:09:00,Ewallet,6.0,0.48,201.0,96.47999999999999
4155,WALM080,Nacogdoches,Home and lifestyle,38.0,3.0,29/12/20,16:41:00,Ewallet,8.0,0.33,114.0,37.620000000000005
4156,WALM097,Alice,Fashion accessories,50.0,2.0,17/08/21,17:34:00,Ewallet,5.0,0.18,100.0,18.0
4157,WALM093,Angleton,Home and lifestyle,18.0,2.0,23/10/23,20:34:00,Ewallet,4.0,0.33,36.0,11.88
4158,WALM094,Alamo,Fashion accessories,77.0,2.0,05/08/20,16:48:00,Ewallet,6.0,0.33,154.0,50.82
4159,WALM014,Amarillo,Home and lifestyle,67.0,1.0,05/09/21,15:20:00,Ewallet,7.0,0.48,67.0,32.16
4160,WALM048,Harlingen,Fashion accessories,63.0,2.0,13/08/23,15:43:00,Ewallet,7.0,0.48,126.0,60.48
4161,WALM083,Farmers Branch,Home and lifestyle,59.0,3.0,08/12/21,16:29:00,Ewallet,6.0,0.33,177.0,58.410000000000004
4162,WALM016,Brownsville,Fashion accessories,55.0,1.0,09/10/21,17:02:00,Ewallet,5.0,0.48,55.0,26.4
4163,WALM090,Brownwood,Home and lifestyle,56.0,3.0,17/10/21,19:08:00,Ewallet,7.0,0.33,168.0,55.440000000000005
4164,WALM006,El Paso,Fashion accessories,33.0,2.0,23/09/22,19:43:00,Ewallet,9.0,0.48,66.0,31.68
4165,WALM070,Hurst,Home and lifestyle,47.0,2.0,20/12/21,17:33:00,Ewallet,5.0,0.33,94.0,31.020000000000003
4166,WALM027,Abilene,Fashion accessories,15.0,3.0,23/12/23,16:17:00,Ewallet,7.0,0.48,45.0,21.599999999999998
4167,WALM064,Bedford,Home and lifestyle,58.0,2.0,25/10/22,18:39:00,Ewallet,5.0,0.33,116.0,38.28
4168,WALM024,Carrollton,Fashion accessories,16.0,3.0,15/11/23,19:55:00,Ewallet,6.0,0.48,48.0,23.04
4169,WALM006,El Paso,Home and lifestyle,26.0,3.0,07/10/21,18:20:00,Ewallet,5.0,0.48,78.0,37.44
4170,WALM007,Arlington,Fashion accessories,53.0,1.0,28/12/20,19:28:00,Ewallet,4.0,0.48,53.0,25.439999999999998
4171,WALM060,DeSoto,Home and lifestyle,29.0,1.0,10/10/23,18:11:00,Ewallet,9.0,0.33,29.0,9.57
4172,WALM007,Arlington,Fashion accessories,75.0,3.0,08/10/23,15:42:00,Ewallet,6.0,0.48,225.0,108.0
4173,WALM058,Port Arthur,Home and lifestyle,64.0,2.0,27/09/22,16:05:00,Ewallet,4.0,0.33,128.0,42.24
4174,WALM026,Denton,Fashion accessories,55.0,1.0,26/09/21,17:41:00,Ewallet,4.0,0.48,55.0,26.4
4175,WALM039,Longview,Home and lifestyle,31.0,1.0,18/09/21,17:43:00,Ewallet,7.0,0.48,31.0,14.879999999999999
4176,WALM011,Lubbock,Fashion accessories,42.0,1.0,23/10/23,15:05:00,Ewallet,5.0,0.48,42.0,20.16
4177,WALM090,Brownwood,Home and lifestyle,18.0,1.0,20/11/20,19:31:00,Ewallet,9.0,0.33,18.0,5.94
4178,WALM001,Houston,Fashion accessories,51.0,2.0,03/08/20,16:50:00,Ewallet,4.0,0.36,102.0,36.72
4179,WALM077,Coppell,Home and lifestyle,25.0,2.0,11/09/20,17:04:00,Ewallet,6.0,0.33,50.0,16.5
4180,WALM045,Missouri City,Fashion accessories,50.0,3.0,23/10/22,15:26:00,Credit card,6.0,0.48,150.0,72.0
4181,WALM040,Edinburg,Home and lifestyle,21.0,3.0,24/12/21,18:53:00,Ewallet,8.0,0.48,63.0,30.24
4182,WALM094,Alamo,Fashion accessories,16.0,3.0,20/08/21,17:01:00,Ewallet,8.0,0.33,48.0,15.84
4183,WALM012,Garland,Home and lifestyle,70.0,2.0,05/09/21,17:24:00,Ewallet,6.0,0.48,140.0,67.2
4184,WALM043,Baytown,Fashion accessories,71.0,3.0,11/08/21,16:41:00,Ewallet,8.0,0.48,213.0,102.24
4185,WALM045,Missouri City,Home and lifestyle,51.0,2.0,06/09/21,20:38:00,Credit card,4.0,0.48,102.0,48.96
4186,WALM027,Abilene,Fashion accessories,52.0,3.0,16/08/21,16:22:00,Ewallet,5.0,0.48,156.0,74.88
4187,WALM067,Haltom City,Home and lifestyle,65.0,3.0,27/08/20,16:25:00,Ewallet,9.0,0.33,195.0,64.35000000000001
4188,WALM047,Flower Mound,Fashion accessories,56.0,3.0,01/10/21,17:48:00,Ewallet,8.0,0.48,168.0,80.64
4189,WALM079,La Porte,Home and lifestyle,60.0,1.0,25/09/23,15:36:00,Ewallet,7.0,0.33,60.0,19.8
4190,WALM080,Nacogdoches,Fashion accessories,85.0,1.0,10/11/21,19:02:00,Ewallet,6.0,0.33,85.0,28.05
4191,WALM064,Bedford,Home and lifestyle,42.0,1.0,27/12/23,20:56:00,Ewallet,9.0,0.33,42.0,13.860000000000001
4192,WALM036,Allen,Fashion accessories,40.0,3.0,16/11/23,15:18:00,Ewallet,5.0,0.48,120.0,57.599999999999994
4193,WALM049,North Richland Hills,Home and lifestyle,73.0,2.0,17/12/23,20:47:00,Ewallet,9.0,0.48,146.0,70.08
4194,WALM080,Nacogdoches,Fashion accessories,58.0,2.0,15/12/23,17:51:00,Ewallet,9.0,0.33,116.0,38.28
4195,WALM098,Mineral Wells,Home and lifestyle,38.0,2.0,29/08/20,17:56:00,Ewallet,9.0,0.18,76.0,13.68
4196,WALM061,Cedar Park,Fashion accessories,83.0,2.0,06/10/21,18:15:00,Ewallet,4.0,0.33,166.0,54.78
4197,WALM031,Lewisville,Home and lifestyle,25.0,2.0,28/11/23,15:30:00,Ewallet,9.0,0.48,50.0,24.0
4198,WALM010,Laredo,Fashion accessories,53.0,2.0,11/12/22,18:56:00,Ewallet,6.0,0.48,106.0,50.879999999999995
4199,WALM001,Houston,Home and lifestyle,78.0,2.0,15/09/20,17:54:00,Ewallet,9.0,0.36,156.0,56.16
4200,WALM030,Richardson,Fashion accessories,48.0,3.0,16/12/22,18:27:00,Ewallet,4.0,0.48,144.0,69.12
4201,WALM062,Galveston,Home and lifestyle,70.0,3.0,18/08/22,15:11:00,Ewallet,4.0,0.33,210.0,69.3
4202,WALM064,Bedford,Fashion accessories,56.0,3.0,25/10/21,17:17:00,Ewallet,5.0,0.33,168.0,55.440000000000005
4203,WALM012,Garland,Home and lifestyle,83.0,3.0,10/08/23,18:40:00,Ewallet,4.0,0.48,249.0,119.52
4204,WALM067,Haltom City,Fashion accessories,68.0,3.0,23/08/22,19:28:00,Ewallet,5.0,0.33,204.0,67.32000000000001
4205,WALM039,Longview,Home and lifestyle,52.0,3.0,04/11/21,19:05:00,Ewallet,7.0,0.48,156.0,74.88
4206,WALM031,Lewisville,Fashion accessories,18.0,1.0,24/10/21,20:36:00,Ewallet,6.0,0.48,18.0,8.64
4207,WALM011,Lubbock,Home and lifestyle,66.0,2.0,20/12/22,15:55:00,Ewallet,6.0,0.48,132.0,63.36
4208,WALM095,Big Spring,Fashion accessories,16.0,1.0,20/10/20,20:37:00,Ewallet,7.0,0.33,16.0,5.28
4209,WALM092,Lake Jackson,Home and lifestyle,26.0,1.0,10/10/21,16:52:00,Ewallet,9.0,0.33,26.0,8.58
4210,WALM076,Huntsville,Fashion accessories,16.0,3.0,31/10/22,20:45:00,Ewallet,6.0,0.33,48.0,15.84
4211,WALM040,Edinburg,Home and lifestyle,80.0,3.0,10/12/20,16:36:00,Ewallet,5.0,0.48,240.0,115.19999999999999
4212,WALM031,Lewisville,Fashion accessories,24.0,2.0,28/08/22,20:05:00,Ewallet,8.0,0.48,48.0,23.04
4213,WALM014,Amarillo,Home and lifestyle,58.0,1.0,02/09/23,18:50:00,Ewallet,9.0,0.48,58.0,27.84
4214,WALM060,DeSoto,Fashion accessories,52.0,2.0,03/11/21,19:31:00,Ewallet,7.0,0.33,104.0,34.32
4215,WALM028,Odessa,Home and lifestyle,15.0,2.0,06/08/23,15:39:00,Ewallet,5.0,0.48,30.0,14.399999999999999
4216,WALM006,El Paso,Fashion accessories,84.0,2.0,05/11/21,19:09:00,Ewallet,8.0,0.48,168.0,80.64
4217,WALM048,Harlingen,Home and lifestyle,74.0,1.0,01/10/20,15:07:00,Ewallet,4.0,0.48,74.0,35.519999999999996
4218,WALM033,Pearland,Fashion accessories,44.0,3.0,17/08/21,18:53:00,Ewallet,9.0,0.48,132.0,63.36
4219,WALM057,Euless,Home and lifestyle,48.0,1.0,27/12/21,17:10:00,Ewallet,5.0,0.33,48.0,15.84
4220,WALM006,El Paso,Fashion accessories,45.0,1.0,06/11/22,20:10:00,Ewallet,8.0,0.48,45.0,21.599999999999998
4221,WALM047,Flower Mound,Home and lifestyle,49.0,1.0,23/09/20,19:30:00,Ewallet,6.0,0.48,49.0,23.52
4222,WALM059,Pflugerville,Fashion accessories,60.0,2.0,06/12/21,17:06:00,Ewallet,8.0,0.33,120.0,39.6
4223,WALM095,Big Spring,Home and lifestyle,53.0,3.0,04/10/21,20:56:00,Ewallet,7.0,0.33,159.0,52.470000000000006
4224,WALM051,New Braunfels,Fashion accessories,71.0,2.0,17/10/20,17:18:00,Ewallet,5.0,0.57,142.0,80.94
4225,WALM092,Lake Jackson,Home and lifestyle,78.0,1.0,07/10/21,18:26:00,Ewallet,6.0,0.33,78.0,25.740000000000002
4226,WALM090,Brownwood,Fashion accessories,34.0,3.0,12/08/20,19:49:00,Ewallet,9.0,0.33,102.0,33.660000000000004
4227,WALM059,Pflugerville,Home and lifestyle,43.0,2.0,14/11/23,15:14:00,Ewallet,5.0,0.33,86.0,28.380000000000003
4228,WALM048,Harlingen,Fashion accessories,22.0,2.0,24/09/23,20:08:00,Ewallet,8.0,0.48,44.0,21.119999999999997
4229,WALM017,McKinney,Home and lifestyle,69.0,3.0,13/11/21,19:48:00,Ewallet,5.0,0.48,207.0,99.36
4230,WALM069,Rockwall,Fashion accessories,33.0,3.0,05/11/23,19:12:00,Ewallet,8.0,0.33,99.0,32.67
4231,WALM030,Richardson,Home and lifestyle,56.0,3.0,17/10/20,18:14:00,Ewallet,7.0,0.48,168.0,80.64
4232,WALM017,McKinney,Fashion accessories,82.0,3.0,14/12/23,16:46:00,Ewallet,7.0,0.48,246.0,118.08
4233,WALM030,Richardson,Home and lifestyle,21.0,1.0,29/09/23,15:45:00,Ewallet,8.0,0.48,21.0,10.08
4234,WALM095,Big Spring,Fashion accessories,66.0,3.0,23/08/22,20:39:00,Ewallet,9.0,0.33,198.0,65.34
4235,WALM037,League City,Home and lifestyle,28.0,1.0,29/11/23,20:51:00,Ewallet,6.0,0.48,28.0,13.44
4236,WALM092,Lake Jackson,Fashion accessories,37.0,3.0,04/09/23,16:24:00,Ewallet,8.0,0.33,111.0,36.63
4237,WALM085,Kerrville,Home and lifestyle,67.0,1.0,15/09/22,15:06:00,Ewallet,7.0,0.33,67.0,22.11
4238,WALM051,New Braunfels,Fashion accessories,57.0,3.0,01/08/22,16:15:00,Ewallet,8.0,0.57,171.0,97.46999999999998
4239,WALM045,Missouri City,Home and lifestyle,37.0,1.0,11/11/22,16:09:00,Credit card,8.0,0.48,37.0,17.759999999999998
4240,WALM027,Abilene,Fashion accessories,67.0,3.0,01/12/23,17:15:00,Ewallet,5.0,0.48,201.0,96.47999999999999
4241,WALM011,Lubbock,Home and lifestyle,28.0,3.0,24/08/21,20:08:00,Ewallet,9.0,0.48,84.0,40.32
4242,WALM097,Alice,Fashion accessories,72.0,1.0,22/11/20,16:47:00,Ewallet,5.0,0.18,72.0,12.959999999999999
4243,WALM061,Cedar Park,Home and lifestyle,16.0,3.0,14/08/22,20:02:00,Ewallet,7.0,0.33,48.0,15.84
4244,WALM002,Dallas,Fashion accessories,48.0,2.0,30/09/21,19:57:00,Ewallet,5.0,0.36,96.0,34.56
4245,WALM067,Haltom City,Home and lifestyle,78.0,3.0,20/12/20,15:23:00,Ewallet,4.0,0.33,234.0,77.22
4246,WALM027,Abilene,Fashion accessories,41.0,1.0,20/09/22,17:17:00,Ewallet,5.0,0.48,41.0,19.68
4247,WALM096,Eagle Pass,Home and lifestyle,49.0,3.0,10/10/21,19:34:00,Ewallet,4.0,0.18,147.0,26.459999999999997
4248,WALM069,Rockwall,Fashion accessories,29.0,3.0,14/09/23,18:57:00,Ewallet,9.0,0.33,87.0,28.71
4249,WALM053,Conroe,Home and lifestyle,32.0,2.0,25/12/23,15:48:00,Ewallet,4.0,0.57,64.0,36.48
4250,WALM043,Baytown,Fashion accessories,45.0,1.0,15/11/20,15:01:00,Ewallet,5.0,0.48,45.0,21.599999999999998
4251,WALM007,Arlington,Home and lifestyle,84.0,2.0,12/08/20,17:25:00,Ewallet,6.0,0.48,168.0,80.64
4252,WALM077,Coppell,Fashion accessories,29.0,3.0,13/11/22,19:37:00,Ewallet,6.0,0.33,87.0,28.71
4253,WALM004,Austin,Home and lifestyle,70.0,1.0,09/09/20,16:23:00,Ewallet,8.0,0.48,70.0,33.6
4254,WALM043,Baytown,Fashion accessories,29.0,3.0,19/09/23,19:01:00,Ewallet,4.0,0.48,87.0,41.76
4255,WALM010,Laredo,Home and lifestyle,63.0,1.0,05/11/23,20:31:00,Ewallet,7.0,0.48,63.0,30.24
4256,WALM091,Little Elm,Fashion accessories,76.0,3.0,11/11/20,20:50:00,Ewallet,4.0,0.33,228.0,75.24000000000001
4257,WALM019,Pasadena,Home and lifestyle,30.0,1.0,18/10/21,18:57:00,Ewallet,7.0,0.48,30.0,14.399999999999999
4258,WALM002,Dallas,Fashion accessories,58.0,3.0,10/11/20,16:49:00,Ewallet,8.0,0.36,174.0,62.64
4259,WALM066,Grapevine,Home and lifestyle,74.0,2.0,13/09/21,20:34:00,Ewallet,7.0,0.33,148.0,48.84
4260,WALM042,Bryan,Fashion accessories,63.0,1.0,04/11/20,16:49:00,Ewallet,9.0,0.48,63.0,30.24
4261,WALM043,Baytown,Home and lifestyle,56.0,1.0,23/09/20,15:11:00,Ewallet,4.0,0.48,56.0,26.88
4262,WALM058,Port Arthur,Fashion accessories,40.0,1.0,10/08/21,19:27:00,Ewallet,6.0,0.33,40.0,13.200000000000001
4263,WALM053,Conroe,Home and lifestyle,60.0,2.0,08/12/20,15:22:00,Ewallet,7.0,0.57,120.0,68.39999999999999
4264,WALM020,Killeen,Fashion accessories,76.0,3.0,09/09/20,20:03:00,Ewallet,6.0,0.48,228.0,109.44
4265,WALM026,Denton,Home and lifestyle,71.0,3.0,17/09/21,16:11:00,Ewallet,9.0,0.48,213.0,102.24
4266,WALM012,Garland,Fashion accessories,22.0,3.0,21/12/21,18:03:00,Ewallet,6.0,0.48,66.0,31.68
4267,WALM076,Huntsville,Home and lifestyle,41.0,1.0,07/09/21,19:34:00,Ewallet,7.0,0.33,41.0,13.530000000000001
4268,WALM036,Allen,Fashion accessories,63.0,3.0,22/09/21,16:29:00,Ewallet,9.0,0.48,189.0,90.72
4269,WALM022,Mesquite,Home and lifestyle,83.0,3.0,02/11/23,19:48:00,Ewallet,5.0,0.48,249.0,119.52
4270,WALM072,Lancaster,Fashion accessories,38.0,2.0,10/10/21,16:26:00,Ewallet,4.0,0.33,76.0,25.080000000000002
4271,WALM031,Lewisville,Home and lifestyle,32.0,1.0,05/08/20,18:20:00,Ewallet,5.0,0.48,32.0,15.36
